account_id,customer_id,account_type,branch,opening_balance,account_status,open_date
489,196,Fixed Deposit, Kisumu,790226.16,Dormant,2021-01-22
490,96,Fixed Deposit,,432648.98,Active,2020-12-21
491,198,,Westlands,103435.13,,2023-04-02
492,247,Current,,420593.65,Active,2023-06-28
493,59,Savings,Westlands,722982.01,Dormant,2020-04-19
494,526,Current,Westlands,637992.28,,2025-08-30
495,197,Savings,Westlands,986179.39,Active,2022-06-22
496,135,Savings,Nairobi Cbd,222442.93,Active,2022-03-15
497,318,Fixed Deposit,Mombasa,520523.77,Active,2021-02-15
498,57,,Mombasa,84582.71,Active,2020-01-13
499,333,,Westlands,147008.5,Dormant,2022-07-01
500,473,Savings,Westlands,317182.85,Active,2020-04-18
501,488,,Mombasa,774305.19,Active,2026-04-08
502,72,, Kisumu,434487.95,Active,2024-10-06
503,259,,Westlands,446874.62,,2022-05-25
504,429,Current,,444078.92,Active,2024-08-31
505,53,Savings, Kisumu,83299.88,Active,2024-06-12
506,137,Savings,,124596.79,,2022-07-08
507,36,Current,Nairobi Cbd,851684.22,Active,2025-03-25
508,448,,Nairobi Cbd,140552.75,Active,2021-05-01
509,53,Savings,Mombasa,909364.45,Dormant,2021-05-08
510,543,Savings,Nairobi Cbd,312587.26,,2022-02-01
511,174,Savings,Westlands,383807.63,,2025-01-03
512,347,Current,Nairobi Cbd,890570.17,,2021-02-28
513,120,Savings,Mombasa,942669.72,,2024-02-16
514,485,Savings,Westlands,602071.78,Active,2020-12-19
515,477,Fixed Deposit,Westlands,732662.65,Dormant,2026-03-28
516,199,Fixed Deposit,Nairobi Cbd,866759.27,Active,2020-04-02
517,254,Savings,Mombasa,510386.09,Dormant,2023-05-20
518,329,Current,Westlands,728029.99,Active,2025-06-12
519,193,Fixed Deposit,Nairobi Cbd,820781.23,Dormant,2023-07-22
520,353,Savings,Mombasa,604559.26,Active,2025-01-30
521,335,Savings,Mombasa,818005.32,Active,2020-07-27
522,375,Current,Mombasa,615918.73,,2025-04-21
523,388,Current,Nairobi Cbd,942471.23,Active,2023-10-04
524,421,,Westlands,816045.41,Active,2022-01-12
525,176,Savings,Mombasa,249483.21,Active,2025-04-03
526,390,Fixed Deposit,Mombasa,129260.34,Active,2019-05-21
527,57,Current,Westlands,847115.75,Dormant,2023-10-06
528,50,, Kisumu,945896.59,,2025-08-04
529,473,Savings,Mombasa,357706.61,Active,2022-12-06
530,103,Savings,Mombasa,886048.91,Active,2021-01-06
531,233,Current,Nairobi Cbd,613134.33,,2020-02-09
532,54,Savings, Kisumu,638274.78,Active,2021-08-04
533,489,Fixed Deposit,Mombasa,636825.73,,2022-10-25
534,327,Current,Mombasa,737765.98,Active,2023-07-09
535,109,,,997762.07,Active,2025-12-04
536,496,Fixed Deposit, Kisumu,6863.32,Dormant,2023-10-19
537,213,Savings,Mombasa,540481.62,Active,2022-06-03
538,36,Fixed Deposit,,567079.8,Active,2025-03-01
539,135,Fixed Deposit,Nairobi Cbd,179728.88,Active,2023-12-05
540,528,Current,Nairobi Cbd,218439.53,Active,2022-08-30
541,225,Current, Kisumu,153529.69,Active,2024-11-27
542,427,Savings,Mombasa,298272.61,Active,2026-02-20
543,528,Savings, Kisumu,544602.44,Active,2023-02-08
544,147,, Kisumu,999959.94,Dormant,2023-12-03
545,188,Savings,,878350.86,Active,2026-05-10
546,371,Savings,Nairobi Cbd,203431.02,Active,2025-07-29
547,515,Savings,,459715.16,Dormant,2025-05-23
548,219,Savings,Westlands,629226.48,Active,2020-03-21
549,435,Savings,,686007.03,Active,2019-06-24
550,240,Fixed Deposit,Westlands,510790.28,,2022-03-14
551,56,Savings,Nairobi Cbd,801699.01,Dormant,2024-05-24
552,243,,Mombasa,228244.71,Dormant,2020-01-02
553,238,,Westlands,903660.57,Dormant,2026-04-02
554,113,Fixed Deposit,,709128.09,Active,2023-08-18
555,435,,Nairobi Cbd,485842.5,Active,2019-12-25
556,454,Savings,Nairobi Cbd,897171.75,,2026-03-06
557,146,Current, Kisumu,167455.25,Dormant,2023-04-05
558,345,Fixed Deposit,Westlands,996503.22,Dormant,2024-02-09
559,166,Fixed Deposit,Mombasa,616301.48,Active,2025-04-01
560,318,Savings,Westlands,442766.06,Dormant,2022-03-27
561,198,,Mombasa,120087.21,Active,2023-11-15
562,189,Fixed Deposit, Kisumu,839128.63,,2022-04-18
563,485,Current, Kisumu,516103.1,,2023-04-09
564,522,Savings,,165036.27,Active,2022-06-16
565,361,Fixed Deposit,Nairobi Cbd,400413.19,Active,2019-09-09
566,436,Current,Mombasa,703486.52,,2025-11-23
567,156,Fixed Deposit,,545651.39,Active,2023-03-06
568,489,Current,,628103.01,,2019-12-17
569,443,,Mombasa,152251.72,Active,2020-05-31
570,149,Current, Kisumu,789971.57,Dormant,2024-10-17
571,349,Savings,,549665.21,Dormant,2021-10-22
572,293,Savings,Westlands,897012.94,Active,2024-11-26
573,331,Fixed Deposit, Kisumu,493177.11,Active,2020-03-22
574,534,Savings,Mombasa,546735.59,Active,2024-07-14
575,489,Savings,Mombasa,250821.61,Active,2020-01-09
576,18,Current, Kisumu,62530.45,Active,2025-06-19
577,283,Current,Mombasa,820555.5,Dormant,2025-05-14
578,387,Savings,Nairobi Cbd,189113.6,Active,2022-04-16
579,144,Savings,Mombasa,224127.09,Active,2022-07-27
580,448,Current,Nairobi Cbd,732086.4,Active,2022-03-19
581,148,,,921558.79,Active,2021-05-06
582,153,Fixed Deposit,Westlands,35065.0,,2025-11-09
583,396,Fixed Deposit,Nairobi Cbd,627714.55,Dormant,2025-02-13
584,130,Current,Nairobi Cbd,79526.62,Dormant,2025-06-22
585,128,Savings,Nairobi Cbd,324451.01,Dormant,2025-12-13
586,116,Fixed Deposit,Westlands,102648.47,Dormant,2025-12-22
587,367,Savings,Mombasa,116493.18,,2025-03-29
588,334,Fixed Deposit, Kisumu,249579.68,Dormant,2022-07-09
589,495,Savings,Westlands,161389.64,Dormant,2019-06-04
590,360,Savings, Kisumu,527863.49,Active,2026-01-05
591,451,,,8872.0,,2024-09-29
592,24,,Mombasa,658493.12,Dormant,2025-10-27
593,50,,,138182.47,Dormant,2022-08-01
594,393,Savings,Nairobi Cbd,497812.86,Active,2024-12-02
595,371,Fixed Deposit,Westlands,567730.25,,2022-06-20
596,342,Fixed Deposit,,928585.29,Dormant,2023-02-09
597,324,Fixed Deposit,Westlands,265292.88,Dormant,2023-08-03
598,5,,Mombasa,314864.74,Active,2020-01-18
599,345,Savings,,856959.8,,2021-10-17
600,282,Savings, Kisumu,929861.82,Active,2020-03-08
601,153,Fixed Deposit,Nairobi Cbd,571194.24,Active,2024-07-24
602,520,Fixed Deposit,Nairobi Cbd,82702.48,Dormant,2023-08-24
603,106,Fixed Deposit,Mombasa,875895.11,,2021-05-11
604,453,Current,Nairobi Cbd,728976.8,Active,2023-12-08
605,100,Savings, Kisumu,833496.97,Active,2024-06-25
606,220,Savings,Mombasa,274289.6,Active,2023-09-04
607,211,,,997891.94,,2020-08-18
608,285,Fixed Deposit,Mombasa,398262.69,,2022-07-23
609,122,Savings,Westlands,810364.44,Active,2022-08-21
610,55,,,735632.06,Dormant,2022-02-21
611,361,Fixed Deposit,Westlands,256011.68,Active,2020-12-22
612,456,Fixed Deposit,Nairobi Cbd,82322.71,Active,2021-10-22
613,221,Fixed Deposit,,466374.08,Active,2021-02-15
614,298,Current,,181230.51,Dormant,2019-08-07
615,123,Savings,,256578.37,Dormant,2022-10-11
616,168,Savings, Kisumu,856847.16,Dormant,2020-06-29
617,257,Current,Nairobi Cbd,217261.66,Active,2022-09-19
618,65,Fixed Deposit,,622760.63,,2025-12-13
619,218,Savings, Kisumu,913316.19,Active,2023-12-21
620,62,Fixed Deposit,Westlands,650845.43,,2026-03-27
621,543,Savings,Mombasa,156300.18,Active,2025-07-22
622,326,Fixed Deposit,Westlands,914508.1,,2023-03-16
623,481,Fixed Deposit,Mombasa,561035.6,Active,2025-09-24
624,510,,Mombasa,157938.76,Active,2023-01-18
625,377,Fixed Deposit,Nairobi Cbd,981562.74,Dormant,2025-11-16
626,511,,Mombasa,966649.79,,2024-11-25
627,183,Current,Nairobi Cbd,314427.98,,2022-06-09
628,127,Current, Kisumu,627627.71,Active,2023-03-06
629,493,Savings,,957924.63,Dormant,2019-09-15
630,369,Savings,,186372.67,Active,2026-03-02
631,251,,Nairobi Cbd,417595.79,Dormant,2022-07-22
632,73,Savings,,505000.94,Active,2019-05-20
633,243,Savings,Mombasa,926304.5,Dormant,2025-04-09
634,2,Current,Nairobi Cbd,974794.31,Active,2022-11-27
635,288,Current,,691599.5,,2025-09-18
636,359,,,823464.23,Active,2022-01-07
637,208,Savings,Westlands,97164.33,Active,2025-03-01
638,274,,,956176.78,,2026-03-05
639,415,Savings,Nairobi Cbd,594544.13,,2024-09-21
640,114,Current,,143661.31,Active,2021-10-14
641,23,Savings,Nairobi Cbd,993549.17,,2023-11-03
642,165,Current,Mombasa,549020.68,Active,2025-01-01
643,379,Current,,137371.92,Dormant,2025-06-08
644,156,Savings,Nairobi Cbd,586475.66,Active,2025-02-22
645,164,Current,,564944.33,Active,2019-07-14
646,509,Fixed Deposit, Kisumu,541305.58,Active,2022-12-07
647,60,Savings, Kisumu,136178.69,Active,2019-06-30
648,248,Current,Westlands,772467.83,,2025-07-26
649,397,Fixed Deposit,Mombasa,473750.78,Active,2025-12-11
650,228,Savings, Kisumu,987731.88,Dormant,2026-05-02
651,39,,Westlands,194205.97,Active,2025-02-13
652,85,Current,Nairobi Cbd,335511.79,Active,2019-11-24
653,434,Current,Nairobi Cbd,509726.41,,2020-09-20
654,251,Savings,Westlands,301870.94,Active,2022-07-24
655,109,, Kisumu,928014.97,Active,2024-05-19
656,510,Savings,Westlands,817835.89,Active,2022-08-15
657,292,,Nairobi Cbd,332021.29,Active,2023-01-13
658,534,Savings,,401451.24,Dormant,2020-12-01
659,215,Fixed Deposit,Mombasa,659534.64,Active,2024-01-18
660,246,Fixed Deposit,Nairobi Cbd,700136.52,,2020-10-13
661,104,Savings, Kisumu,83249.42,Active,2023-01-30
662,374,Current,Westlands,262545.63,Active,2024-06-19
663,228,Savings, Kisumu,413660.74,,2023-02-20
664,71,Savings,Nairobi Cbd,65808.65,Dormant,2024-10-30
665,270,Savings, Kisumu,499812.16,,2019-12-24
666,260,Savings,Nairobi Cbd,668173.74,,2025-10-15
667,459,Current,Nairobi Cbd,933560.25,,2023-04-24
668,130,Savings,Nairobi Cbd,481094.47,Dormant,2025-05-20
669,26,Savings,,984930.5,Active,2023-02-01
670,77,Savings,Mombasa,236224.61,Dormant,2021-05-03
671,275,Current,Westlands,693951.82,Active,2020-12-06
672,417,Current,Westlands,978049.43,,2025-03-06
673,184,Savings,Westlands,86922.53,,2025-08-12
674,241,Savings,Mombasa,715427.63,Active,2026-03-26
675,390,Savings,Westlands,-1359.33,Active,2026-03-27
676,363,Savings,Mombasa,996334.2,Active,2024-03-15
677,453,,,192521.09,Dormant,2024-08-03
678,495,Current,Westlands,370568.84,Dormant,2023-06-26
679,285,,Westlands,501409.32,,2019-06-20
680,441,,Westlands,38826.13,Active,2021-11-22
681,283,Savings, Kisumu,779933.72,,2026-01-27
682,255,,,372051.03,Active,2022-09-08
683,301,Fixed Deposit,Nairobi Cbd,817652.9,,2025-06-18
684,329,Savings, Kisumu,861454.89,Active,2026-03-19
685,466,Current,Nairobi Cbd,753486.3,Dormant,2024-04-12
686,240,Fixed Deposit,Mombasa,633412.39,Active,2025-04-21
687,280,,Nairobi Cbd,338474.12,,2025-10-24
688,34,Fixed Deposit,,522397.9,Active,2019-10-17
689,235,Current,Mombasa,469591.31,Dormant,2025-07-28
690,500,Savings,Mombasa,193022.79,,2026-01-31
691,45,Savings,Mombasa,848084.64,,2020-04-24
692,296,Fixed Deposit,Westlands,310616.78,Dormant,2021-06-02
693,162,Current,Mombasa,55969.86,Dormant,2023-10-09
694,340,Savings,Westlands,890183.0,,2022-10-29
695,435,Savings,Westlands,771599.11,Active,2023-06-06
696,522,Savings,Nairobi Cbd,902303.3,,2025-05-30
697,523,Fixed Deposit,,988316.2,Active,2023-02-17
698,402,Fixed Deposit,Westlands,376179.24,Active,2024-07-15
699,381,Savings,Mombasa,329618.59,Active,2020-03-24
700,193,Savings,Nairobi Cbd,577305.9,Dormant,2024-02-07
